id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
7902.jpg,Men,Apparel,Bottomwear,Shorts,Brown,Fall,2011.0,Casual,Proline Men Brown & Blue Checked Shorts
13827.jpg,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Indigo Nation Men Solid Black Sweaters
34639.jpg,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men Court Classic V White Shoes
28266.jpg,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Gatsby Men Blaze Deo
5669.jpg,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Men's Page Choco T-shirt
36952.jpg,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Force 10 Women White Shoes
39126.jpg,Women,Apparel,Bottomwear,Leggings,Yellow,Fall,2012.0,Casual,Aneri Women Yellow Leggings
20837.jpg,Men,Footwear,Sandal,Sandals,Olive,Spring,2012.0,Casual,Lee Cooper Men Casual Olive Sandals
57159.jpg,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Elle Women Coral Essentials T-shirt
37880.jpg,Unisex,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Happy Socks Unisex Brown Socks
4589.jpg,Unisex,Accessories,Bags,Backpacks,Teal,Winter,2015.0,Casual,Wildcraft Unisex Teal Blue & Grey Backpack
20239.jpg,Women,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Wrangler Women Printed Maroon T-shirt
24699.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Cell Tolero Black Sports Shoes
43559.jpg,Men,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Men Pack of 3 Socks
50972.jpg,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Honeysuckle Coloured Reveal Bra
13229.jpg,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers
19713.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,United Colors of Benetton Men Navy Blue Check Shirt
46817.jpg,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Black Casual Shoes
8344.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Derby II White Sports Shoes
28054.jpg,Men,Apparel,Innerwear,Briefs,Grey,Winter,2016.0,Casual,Jockey Pack of 2 Men Grey Pebble Briefs
17689.jpg,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women Weaved Strap White Flats
30897.jpg,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Mustard,Summer,2012.0,Ethnic,Fabindia Women Mustard Kalamkari Salwar
27820.jpg,Men,Accessories,Belts,Belts,Brown,Fall,2013.0,Formal,Bulchee Men Brown Padded Chino Belt
31945.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Avid Black Shoes
6824.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Timberland Men Granite Trailway Brown Floater
18407.jpg,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Skechers Women D'lites White Shoe
9050.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men adizero Trainer M White Sports Shoes
8182.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Locomotive Men Check Ladomar White Shirts
26308.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Casual,Proline Men Pack of 3 T-Shirts
28292.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017.0,Casual,Fastrack Men Black Sunglasses
50388.jpg,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Miss Sixty White Dial Watch
15318.jpg,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Nike Men Printed White Sweatshirts
59037.jpg,Women,Footwear,Shoes,Flats,Green,Winter,2012.0,Casual,Carlton London Women Green Flats
21911.jpg,Women,Apparel,Apparel Set,Kurta Sets,Pink,Fall,2011.0,Ethnic,Biba Women Pink & Brown Printed Churidar Kurta with Dupatta
38000.jpg,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Kelme Men Red & Blue Flip Flops
37874.jpg,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Hidekraft Men Brown Wallet
44788.jpg,Men,Apparel,Innerwear,Boxers,White,Summer,2016.0,Casual,Calvin Klein Innerwear Men Blue Boxer
1833.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Ballista Shoe
10458.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Flying Machine Men Green Polo Tshirts
50986.jpg,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2017.0,Casual,Enamor Women Plum Briefs
18635.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Puma Men Bts Red Tshirts
51854.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Highlander Men Check Blue Shirt
3758.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Buchanan Street Green T-shirt
49097.jpg,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Deborah Ultrafine Compact Powder 08
23448.jpg,Women,Apparel,Topwear,Tunics,Multi,Fall,2011.0,Casual,Satya Paul Women Multi Coloured Printed Tunic
30863.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Mangalgiri Kurta
26906.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Jealous 21 Women  Pink Top
29172.jpg,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Printed Pink Skirt
10800.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Wander Wheels Blue Shirt
59661.jpg,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Purple Printed Evening Wear Sari
4119.jpg,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Puma Unisex Mid Pixles Navy Red Shoe
38656.jpg,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Dual Fusion Grey Sports Shoes
39784.jpg,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Peter England Men Red Formal Shirt
4925.jpg,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Valencia Green Blue Kidswear
23810.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2014.0,Casual,Clarks Men Black Supa Step Casual Shoes
48521.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black  Printed Top
9606.jpg,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Indigo Nation Men Price catch Yellow Shirts
35149.jpg,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Allen Solly Woman Black Handbag
55890.jpg,Women,Personal Care,Nails,Nail Polish,Green,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 15
54942.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Do u speak green Men Green T-shirt
42229.jpg,Women,Apparel,Topwear,Tunics,Green,Summer,2012.0,Casual,Sepia Women Green Tunic
30609.jpg,Men,Apparel,Bottomwear,Shorts,Black,Spring,2013.0,Sports,Nike Men Black Shorts
9434.jpg,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,Nike Unisex Rafa Bull Log White Caps
3932.jpg,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White Black T-shirt
46689.jpg,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Rasasi Men Privacy Perfume
58581.jpg,Women,Accessories,Jewellery,Ring,Black,Winter,2016.0,Casual,ToniQ Women Black Ring
21549.jpg,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Kiara Women Blue Handbag
32962.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Printed Black T-shirt
59453.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,Arrow New York Men Purple Slim Fit Shirt
38464.jpg,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Check Green Handbag
52887.jpg,Women,Apparel,Saree,Sarees,Blue,Summer,2012.0,Ethnic,FNF Blue Printed Sari
21115.jpg,Women,Apparel,Topwear,Tops,Lavender,Fall,2011.0,Casual,s.Oliver Women Solid Lavender Top
15320.jpg,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Nike Men Solid Navy Blue Sweatshirts
4777.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Women's Flora Blue T-shirt
44582.jpg,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017.0,Casual,Lee Men Bern Navy Blue Jeans
53535.jpg,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2018.0,Casual,Amante Women Maroon Seamless Briefs PCSN11
38804.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Joker Men Blue T-shirt
32502.jpg,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,Scullers Men Striped Brown Shirt
59833.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,United Colors of Benetton Men Green Shirt
56047.jpg,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Colorbar Full Finish Longwear En Vouge Lipstick 04
57195.jpg,Women,Apparel,Topwear,Tunics,Olive,Summer,2012.0,Casual,Elle Women Olive Green Tunic
24467.jpg,Men,Footwear,Shoes,Casual Shoes,Charcoal,Summer,2011.0,Casual,ID Men Charcoal Casual Shoes
38038.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch DD02J001Y
40122.jpg,Unisex,Accessories,Headwear,Headband,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Clima Chill Headband
2480.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010.0,Casual,Puma Men's Foundation Navy Blue Polo T-shirt
54710.jpg,Women,Apparel,Topwear,Kurtas,Orange,Fall,2012.0,Ethnic,Shree Women Orange Printed Kurta
26330.jpg,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,DKNY Women Black Dial Watch NY3366
3552.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Light Brown Lifestyle Shoe
23642.jpg,Men,Apparel,Topwear,Tshirts,Black,Spring,2013.0,Casual,Jimi Hendrix Men Black Printed T-Shirt
9854.jpg,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Indian Terrain Men Laffer Black Trousers
47307.jpg,Women,Accessories,Bags,Mobile Pouch,Blue,Spring,2012.0,Casual,Baggit Women Blue Flora Astro Mobile Pouch
6020.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,UCB Men's Roundneck With Sail Racing Print Red T-shirt
51262.jpg,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Raymond Men Black Belt
8986.jpg,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men Bluebird Red Shoe
30067.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Men Black Watch
8388.jpg,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,ADIDAS Women Wo Basic Black Track Pants
3760.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Harbour Island Black T-shirt
12337.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Navy Blue Polo T-Shirts
47135.jpg,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Black And White Tote Bag
6212.jpg,Women,Apparel,Topwear,Tops,Brown,Summer,2011.0,Casual,UCB Women Photo Print Lavender Top
28098.jpg,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016.0,Casual,Jockey MC Men Olive Y Front Briefs 8003
51050.jpg,Women,Apparel,Innerwear,Bra,Red,Summer,2017.0,Casual,Enamor Red Bra
16797.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Highlander Men Stripes Black Shirt
31989.jpg,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Playboy Men Navy Blue Socks
49893.jpg,Unisex,Accessories,Watches,Watches,Yellow,Winter,2016.0,Casual,Q&Q Kids Unisex White Dial Analog Watch
45662.jpg,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Park Avenue Men White Square Neck Vest
4545.jpg,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women Capri Black Shoe
21327.jpg,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP202-C1
15112.jpg,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Formal,Arrow Men TR Finish Olive Trousers
5497.jpg,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Mr.Men Men's Cool Guy Lilac T-shirt
32730.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,FILA Men Skeletoes Black Shoes
40310.jpg,Unisex,Footwear,Sandal,Sports Sandals,White,Winter,2013.0,Casual,Warner Bros Kids White & Green Sports Sandals
10460.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Flying Machine Green Polo Tshirts
24655.jpg,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,ADIDAS Originals Men White Casual Socks
3304.jpg,Women,Footwear,Shoes,Sports Shoes,White,Spring,2011.0,Sports,Asics Women Gel Kayano 17 White Silver Blue Shoe
42023.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men White Smoove Sports Shoes
12753.jpg,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Spykar Men Ep Jeans Black Jeans
55094.jpg,Women,Personal Care,Skin Care,Face Wash and Cleanser,Gold,Spring,2017.0,Casual,Pond's Radiance Boosting Cleansing Mousse
13681.jpg,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,ADIDAS Women Furano 3 Sports Shoes
18269.jpg,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Aneri Women Monalisa Black Tunic
23828.jpg,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Puma Unisex Jive Red Flip Flops
51434.jpg,Women,Apparel,Topwear,Shirts,Turquoise Blue,Summer,2012.0,Casual,Myntra Women Turquoise Blue Check Shirt
6676.jpg,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Lunar Swift Red Shoe
53363.jpg,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Puma Unisex Black Duffle Bag
20691.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Brown Vecino Shoes
37626.jpg,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Girls Pink Printed T-Shirt
45206.jpg,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,CASIO ENTICER Women Blue Dial Analogue Watch A66
4121.jpg,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Puma Unisex 917 Lo Green & White Shoes
21743.jpg,Unisex,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Vans Unisex Classic Slip-On Black Casual Shoes
15576.jpg,Boys,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Chhota Bheem Kids Boys Double Trouble TShirt
40774.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Quiksilver Men Black Casual Shoes
10004.jpg,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men As 7 Sw Temp Grey Shorts
56611.jpg,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,,Streetwear Stay On Caramel Compact
14696.jpg,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Basics Men Olive Trousers
33888.jpg,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Citizen Men White Dial Eco-Drive Watch AW1041-53B
21571.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Numero Uno Men Casual Brown Shoes
52083.jpg,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Women White T-shirt
15744.jpg,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women Lunarglide+ 3 White Sports Shoes
4313.jpg,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Elephant Pink Kidswear
10236.jpg,Men,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,Carrera Men Strap dial Orange Watches
32166.jpg,Women,Accessories,Socks,Socks,Red,Summer,2017.0,Casual,Playboy Women Playmate Red Ankle Socks
56423.jpg,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Biara Women White Bra ST 5001
42211.jpg,Women,Apparel,Topwear,Tunics,Lavender,Summer,2012.0,Casual,Sepia Women Lavender Tunic
7596.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's As Nike Rpeat T-Shirt
23226.jpg,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Aneri Women Komal Brown Kurta
17013.jpg,Women,Footwear,Shoes,Flats,Gold,Winter,2012.0,Casual,Rocia Women Gold Toned Flats
6444.jpg,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Lotto Women's Wave Chic Black Grey Flip Flop
18867.jpg,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Knits Panel Shorts
8718.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Indigo Nation Men Red Tshirts
55060.jpg,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,,Lakme Enrich Satins Lipstick 527
26592.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Budoka Black Sports Shoes
27440.jpg,Women,Apparel,Topwear,Tops,Purple,Fall,2015.0,Casual,Jockey Women Purple Racerback Tank Top
13675.jpg,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Puma Men TX-3 Running Shoes
43105.jpg,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Reebok Men Reefuse Deo
2222.jpg,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Casual,Puma Men Black Sandal
35185.jpg,Unisex,Accessories,Bags,Backpacks,Olive,Spring,2013.0,Casual,Wildcraft Unisex Olive Backpack
34057.jpg,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants
6682.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Max 90 Black Shoe
50512.jpg,Men,Apparel,Innerwear,Trunk,Black,Winter,2016.0,Casual,Chromozome Men Black Trunk Trunks
53397.jpg,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Alma Women White & Mustard Printed Kurta
14450.jpg,Women,Footwear,Shoes,Casual Shoes,Silver,Summer,2012.0,Casual,Enroute Women Casual Silver Casual Shoes
20665.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Striped Blue Tshirt
5007.jpg,Women,Apparel,Dress,Dresses,Purple,Summer,2011.0,Casual,Gini and Jony Girl's Sandra Purple Kidswear
36700.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Nina Ricci Women Apple Perfume
33272.jpg,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini & Jony Girls Pink Pedal Pusher
57737.jpg,Women,Personal Care,Lips,Lip Care,Red,Spring,2017.0,,Lotus Herbals Strawberry Lip Balm
25317.jpg,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Casio Edifice Men Multi-Dial Watch EF-326D-5AVDF(ED336)
44112.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017.0,Casual,Boss Women Sunset 75 ml Perfume
20457.jpg,Women,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Baggit Women Dhano Taj Black Wallet
52077.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue & Green T-shirt
25919.jpg,Women,Apparel,Topwear,Tshirts,Magenta,Summer,2012.0,Casual,Femella Women Magenta T-shirt
36532.jpg,Women,Accessories,Belts,Belts,Beige,Summer,2012.0,Casual,United Colors of Benetton Women Beige Belt
41460.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lee Cooper Men Black & Beige Sandals
32192.jpg,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,ADIDAS Men Zeitfrei Thong Brown Flip Flops
25125.jpg,Women,Accessories,Bags,Clutches,Gold,Winter,2015.0,Casual,Lino Perros Women Sequins Gold Clutch
11310.jpg,Men,Apparel,Bottomwear,Jeans,Black,Summer,2016.0,Casual,Wrangler Men Black Texas Jeans
55252.jpg,Women,Personal Care,Eyes,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Lakme Perfect Definition Eye Pencil 20 Midnight Black
16909.jpg,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Status Quo Men Solid Grey Sweatshirt
31717.jpg,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Ethnic,Fabindia Women Anusuya Gold Earrings
43337.jpg,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Turbo DMX Shear Sports Shoes
2010.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,ADIDAS Mens Classic Green Polo T-shirt
13447.jpg,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Pink Tshirts
54380.jpg,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Sling Bag
19941.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Court Majestic Black Sports Shoes
7562.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As T90 Ss Top T-Shirt
18893.jpg,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Arrow Woman Eleana Purple Top
34265.jpg,Women,Apparel,Topwear,Dupatta,Cream,Summer,2012.0,Ethnic,Fabindia Women Cream Chanderi Dupatta
41838.jpg,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Skechers Men Grey Shoes
39922.jpg,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2012.0,Casual,Tortoise Unisex Black Laptop Bag
4783.jpg,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Women's V Neck With Crystal White T-shirt
20033.jpg,Women,Apparel,Topwear,Shirts,Lavender,Summer,2011.0,Casual,United Colors of Benetton Women Solid Lavender Shirt
41004.jpg,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts
25541.jpg,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Wrangler Women Striper Tank Blue Top
11774.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Lee Men Printed Green Tshirts
57161.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Elle Women Pink Essentials Top
24493.jpg,Unisex,Accessories,Bags,Backpacks,Olive,Winter,2015.0,Casual,Wildcraft Unisex Olive Green Backpacks
33424.jpg,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Butterfly Taj Purple Handbag
2474.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Dual Fusion Black Shoe
27216.jpg,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Doodle Kids Boy  Navy Blue Shorts
13023.jpg,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Inc 5 Women Casual Red Heels
19519.jpg,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Black Sweater
42681.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Alma Women Blue Kurta
49269.jpg,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Arrow Men Pack pf 5 Plating Design Socks
50344.jpg,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Black Printed Kurta
17483.jpg,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Enroute Men Casual Navy Blue Casual Shoe
8972.jpg,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,2011.0,Sports,Puma Men Drift Cat III CF Brown Sports Shoes
16551.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Basics Men Red Printed T-shirt
13211.jpg,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ASICS Women Gel Pulse 3 Running Black Sports Shoes
48189.jpg,Women,Accessories,Bags,Handbags,Purple,Winter,2016.0,Casual,Fossil Women Purple Handbag
28850.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2013.0,Casual,Proline Men Green Polo T-shirt
51898.jpg,Women,Accessories,Wallets,Wallets,Lavender,Summer,2016.0,Casual,Nyk Women Lavender Wallet
29982.jpg,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016.0,Casual,Aspen Women White Dial Watch
27818.jpg,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Bulchee Men Padded Chino Black Belt
34433.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Women Dont Think Blue T-shirt
23484.jpg,Men,Accessories,Scarves,Scarves,Black,Fall,2011.0,Casual,Arrow Men Black Striped Scarf
50176.jpg,Women,Footwear,Shoes,Flats,Brown,Winter,2016.0,Casual,Rocia Women Brown Flats
16763.jpg,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Spice Art Women Shimmer Black Handbags
22556.jpg,Men,Personal Care,Fragrance,Deodorant,Brown,Spring,2017.0,Casual,Reebok Men Reefuel Deo
46013.jpg,Women,Apparel,Saree,Sarees,Red,Summer,2012.0,Ethnic,Fabindia Red Self-Striped Saree
20201.jpg,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Wrangler Men Seattle Glow White Sweatshirt
5463.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Street Pana White Shoe
44744.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black Proton Shoes
25773.jpg,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Red Suspenders
